id,i001,i002,i003,i004,i005,i006,i007,i008,i009,i010,i011,i012,i013,i014,i015,i016,i017,i018,i019,i020,i021,i022,i023,i024,i025,i026,i027,i028,i029,i030,i031,i032,i033,i034,i035,i036,i037,i038,i039,i040,i041,i042,i043,i044,i045,i046,i047,i048,i049,i050,i051,i052,i053,i054,i055,i056,i057,i058,i059,i060,i061,i062,i063,i064,i065,i066,i067,i068,i069,i070,i071,i072,i073,i074,i075,i076,i077,i078,i079,i080,i081,i082,i083,i084,i085,i086,i087,i088,i089,i090,i091,i092,i093,i094,i095,i096,i097,i098,i099,i100,i101,i102,i103,i104,i105,i106,i107,i108,i109,i110,i111,i112,i113,i114
75005,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
75006,2,2,1,2,2,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,3,1,1,1,2,1,1,1,2,1,1
75007,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,3,3,1,1,1,3,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,4,1,1,2,1,1,1,1,1,1,2,2,2,1
75008,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1
75009,2,2,1,1,2,2,2,1,1,1,2,2,2,2,3,2,1,3,1,1,1,2,4,1,2,1,2,2,1,2,3,3,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,1,2,1,4,1,1,3,3,1,2,2,2,2,1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,4,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1
75010,2,2,1,2,1,2,3,3,2,1,2,2,1,1,2,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,3,2,1,1,1,2,3,1,1,2,2,3,1,1,1,1,2,1,1,2,1,2,2,4,2,1,2,1,1,3,1,1,1,1,2,1,1,2,1,1,1,2,1,1,3,1,1,1,4,1,1,1,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,2,1,3,2,2,1,1
75011,2,2,2,1,2,2,2,2,2,2,2,3,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,3,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,1
77005,2,1,2,3,1,2,1,1,1,3,1,2,1,2,1,3,1,1,2,3,1,3,1,2,2,1,3,2,1,3,3,3,1,1,1,2,1,1,1,2,2,2,2,1,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,3,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,1,1,2,1,1,2,2,2,1
77006,1,1,3,2,2,3,3,2,3,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,2,2,1,1,1,1,1,1,1,4,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1
77008,1,3,3,3,2,2,4,2,1,2,3,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,1,2,1,1,2,1,2,2,1,1,1,1,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,2,2
77009,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,3,2,2,1,3,2,2,2,2,1,2,2,2,1,1,1,2,3,2,2,3,2,3,1,1,1,1,2,2,2,3,1,2,1,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,4,2,1,2,3,2,2,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,1,2,1,3,1,1,1,1,1,1,1,2,2,1,1,1,1
77010,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77016,2,3,3,2,3,2,2,3,2,2,3,3,2,2,2,2,2,2,2,1,2,2,1,2,3,2,2,2,1,1,1,2,1,2,1,2,2,1,2,2,3,2,2,1,2,3,3,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,3,1,3,2,2,2,3,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,3,2,1,2,2,2,2
77017,2,2,3,2,2,2,1,2,2,2,2,2,1,2,4,2,2,2,3,2,2,2,2,1,3,3,3,2,2,2,2,2,1,2,1,3,2,1,2,2,3,4,2,1,1,2,2,2,3,1,1,1,2,2,1,3,1,2,1,2,2,1,2,1,2,1,2,2,3,1,2,2,1,1,4,1,1,3,3,2,2,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,1,1,1,2,1
77019,3,2,3,2,2,3,1,1,1,1,1,1,1,3,2,2,1,1,1,2,2,3,2,2,3,3,2,2,2,3,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,2,3,3,2,2,2,2,2,2,2,3,1,1,2,2,2,1,3,2,3,2,1,3,1,2,1,2,1,1,4,3,1,2,4,4,4,2,3,1,1,3,1,1,3,2,1,2,2,1,2,2,1,2,2,1,3,1,1,2,2,2,1,2,1,1,1,2,2,1
77020,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,4,1,2,1,2,2,1,2,3,3,2,1,2,1,1,1,1,2,2,2,4,4,3,2,1,1,2,1,2,1,1,3,1,1,2,3,1,2,3,1,2,4,1,1,3,4,3,1,2,3,3,4,3,1,1,2,2,2,1,2,1,2,1,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,1
78001,2,3,2,1,2,2,2,2,2,2,3,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,3,2,1,1,3,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,3,3,2,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1
78002,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1
78003,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
78004,1,3,1,2,1,3,2,1,1,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78005,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,4,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,2,2,1
78006,2,2,2,3,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,3,3,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1
78008,2,2,2,2,2,3,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78012,2,2,3,3,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,3,1,2,1,2,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
78013,1,2,1,3,1,2,2,1,1,1,1,1,1,3,3,2,1,2,2,4,1,1,2,2,2,1,4,3,1,2,1,1,1,3,1,1,1,1,1,3,3,4,1,1,2,2,2,2,3,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,2,1,3,1,2,2,1,1,1,2,2,1,1,2,2,1
78014,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
78015,3,3,2,3,1,3,1,1,2,3,1,1,1,2,1,1,1,1,1,1,1,1,4,4,3,1,1,1,4,1,1,1,1,1,1,2,1,1,1,1,3,4,2,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,2,1,1,1,1
78016,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78017,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1
78018,2,1,1,2,2,2,2,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,3,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,1
78019,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1
78020,1,1,2,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,2,1,1,1,2,2,1
78022,2,2,3,1,2,2,3,3,2,1,2,3,2,2,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,2,1,1
78024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1
78025,3,3,3,1,2,2,2,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,1,1,2,1,1,1
78026,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,2,1,1,1,3,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
78027,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1
78028,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,3,3,2,1,1,1,1,1,1,3,3,3,3,2,1,3,2,1,1,2,3,4,2,1,4,3,4,1,1,2,1,1,1,2,2,1,3,4,4,2,1,1,1,1,3,1,4,3,4,1,2,1,1,1,3,2,1,4,4,4,2,1,2,3,1,4,3,1,3,1,1,1,3,4,1,3,1,2,1,1,3,1,2,2,2,2,3,2,1,1,1,2,2,1
78030,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1
78031,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,3,2,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,2,3,2,2,1,1,1,1,1,1,1,1,1,3,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,2,2,2,1,1,1,1
78032,2,2,3,2,3,3,2,2,2,2,2,2,2,3,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,3,2,2,1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,1,2,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,1
78033,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
78034,2,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1
78036,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,2,1
78037,2,2,3,2,2,3,2,3,2,3,2,2,2,3,2,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,2,3,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,2,2,1,1,2,2,2,1,2,1,2,1,1,1,3,2,2,2,1,1,1,2,1,2,2,1,3,1,1,2,2,2,1,2,2,2,2,1,2,1
78038,2,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,2,1,2,2,1,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,4,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,1,2,1
78040,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,1,1,2,1,1,1,1,1,1,3,1,2,2,3,2,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,1,1,3,1,1,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,3,2,2,2,2,2,1,1,1,1,1,1
78041,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
78042,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,3,2,2,1,2,1,1,1,1,2,2,2,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,1,1,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,3,1,1,1,2,1,1,2,2,1,2,2,2,1
78043,2,2,3,1,1,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,3,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,1,3,2,1,2,2,2,2,2,1,2,2,2,2,1
78044,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,2,1,1,2,1,1,2,1,1,1
79001,2,2,2,2,3,2,2,1,1,1,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,1,1,3,2,1
79002,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,1,1,1,3,2,2
79003,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
79004,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1
79005,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1
79006,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1
79007,3,3,4,3,2,3,4,3,4,3,2,3,2,2,2,2,2,1,1,3,1,1,2,2,3,1,3,2,1,2,2,2,2,2,1,1,2,2,2,3,3,3,2,1,1,1,2,2,1,2,1,1,3,1,1,3,1,2,1,2,2,1,1,1,2,1,3,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2
79008,1,2,1,2,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,3,1,1,1,1,4,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1
